"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL",2026-06-03,88.2,-1.67,5.88,"Pallante, Andre",677649,669467,NA,"called_strike",NA,NA,NA,NA,6,NA,"R","R","R","STL","TEX","S",NA,NA,1,0,2026,0.49,-0.06,0.70046560331676,2.39567710329297,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,NA,NA,4.69132314454624,-128.447871019657,-2.09372731221211,4.60074154730698,24.729191488997,-32.6834664388612,3.126099081,1.57765748,NA,NA,NA,89.3,2386,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.76,NA,NA,NA,NA,NA,NA,NA,31,2,"Slider",3,1,1,3,1,3,1,3,"Standard","Standard",112,0.004,-0.05,NA,NA,NA,NA,0.05,NA,2,-2,0.753,0.247,27,27,28,27,2,1,5,1,7,2,2.97,-0.49,-0.49,55.7,NA,NA,NA,NA
"SL",2026-06-03,88.2,-1.67,5.91,"Pallante, Andre",677649,669467,NA,"ball",NA,NA,NA,NA,14,NA,"R","R","R","STL","TEX","B",NA,NA,0,0,2026,0.63,-0.02,1.93303892691733,0.891665337524923,NA,NA,NA,1,4,"Top",NA,NA,NA,NA,NA,NA,7.38783861411272,-128.290018901275,-5.87668487970188,5.54572225168946,24.5280559998869,-31.4354183422963,3.126099081,1.57765748,NA,NA,NA,89.2,2363,6.8,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.73,NA,NA,NA,NA,NA,NA,NA,31,1,"Slider",3,1,1,3,1,3,1,3,"Standard","Standard",125,-0.003,0.041,NA,NA,NA,NA,-0.041,NA,2,-2,0.756,0.244,27,27,28,27,2,1,5,1,7,2,2.93,-0.63,-0.63,55,NA,NA,NA,NA
"SL",2026-06-03,88.9,-1.68,5.9,"Pallante, Andre",669394,669467,"field_out","hit_into_play",NA,NA,NA,NA,8,"Jake Burger lines out to third baseman Nolan Gorman.","R","R","R","STL","TEX","X",5,"line_drive",1,1,2026,0.44,0,-0.096778511923076,1.70381196737572,NA,NA,NA,0,4,"Top",92.34,163.52,NA,NA,NA,NA,2.92982506358759,-129.520887610041,-4.09789767794333,4.37265276785885,25.4241996905725,-31.5582819634141,3.229658793,1.62992126,125,86.9,9,90.2,2356,6.9,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.64,0.463,0.425,0,1,0,0,4,30,3,"Slider",3,1,1,3,1,3,1,3,"Standard","Standard",119,0.026,-0.251,78.5,8.2,NA,0.51,0.251,88,2,-2,0.73,0.27,27,30,28,30,2,1,5,1,7,2,2.86,-0.44,-0.44,56.3,13.2312675912911,-16.9274217126919,31.8612441128413,39.4712726515429
"SL",2026-06-03,86.8,-1.72,5.94,"Pallante, Andre",669394,669467,NA,"called_strike",NA,NA,NA,NA,3,NA,"R","R","R","STL","TEX","S",NA,NA,1,0,2026,0.47,-0.19,0.719207949808495,3.10677865489394,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,NA,NA,4.8209683765537,-126.465868154227,-0.0551135347750886,4.15405244756238,23.3276028458254,-34.4278822112756,3.229658793,1.62992126,NA,NA,NA,87.9,2352,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.81,NA,NA,NA,NA,NA,NA,NA,30,2,"Slider",3,1,1,3,1,3,1,3,"Standard","Standard",111,0.005,-0.059,NA,NA,NA,NA,0.059,NA,2,-2,0.725,0.275,27,30,28,30,2,1,5,1,7,2,3.19,-0.47,-0.47,56.8,NA,NA,NA,NA
"SI",2026-06-03,96.1,-1.57,6.04,"Pallante, Andre",669394,669467,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","STL","TEX","B",NA,NA,0,0,2026,-0.97,1.26,-1.89969305839489,2.68055297356371,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,NA,NA,1.39294075767561,-139.869777062103,-6.04251163144663,-13.1366168501409,29.9041116765904,-14.4377813995526,3.229658793,1.62992126,NA,NA,NA,96.6,2175,6.5,823051,671056,676475,695336,669357,691026,665877,687363,691023,54.02,NA,NA,NA,NA,NA,NA,NA,30,1,"Sinker",3,1,1,3,1,3,1,3,"Standard","Standard",202,-0.004,0.046,NA,NA,NA,NA,-0.046,NA,2,-2,0.729,0.271,27,30,28,30,2,1,5,1,7,2,1.19,0.97,0.97,56.2,NA,NA,NA,NA
"KC",2026-06-03,77.5,-1.62,5.98,"Pallante, Andre",607043,669467,"field_out","hit_into_play",NA,NA,NA,NA,14,"Brandon Nimmo flies out to center fielder Victor Scott II.","R","L","R","STL","TEX","X",8,"fly_ball",0,1,2026,0.33,-1.43,0.0251093267909136,1.44430289260406,NA,NA,673962,2,3,"Top",116.76,82.75,NA,NA,NA,NA,2.87213312145806,-112.744820571372,0.22208003287279,2.21943196388867,22.064212833274,-44.6119625031605,3.270029528,1.650295276,290,89.3,42,77.9,2747,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.77,0.001,0,0,1,0,0,3,23,2,"Knuckle Curve",1,1,1,1,1,1,1,1,"Standard","Standard",23,0.021,-0.236,NA,NA,NA,0.001,0.236,89.3,0,0,0.534,0.466,27,33,28,33,2,1,5,1,7,2,5.25,-0.33,0.33,60.3,NA,NA,NA,NA
"FF",2026-06-03,96.5,-1.63,6,"Pallante, Andre",607043,669467,NA,"called_strike",NA,NA,NA,NA,6,NA,"R","L","R","STL","TEX","S",NA,NA,0,0,2026,0.26,1.15,0.424939409932059,2.40156781683476,NA,NA,673962,2,3,"Top",NA,NA,NA,NA,NA,NA,4.82565409823881,-140.449605481575,-6.53365229315188,2.45760348866631,30.0704564207197,-15.6404221889078,3.270029528,1.650295276,NA,NA,NA,97.4,2361,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.85,NA,NA,NA,NA,NA,NA,NA,23,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",191,0.004,-0.044,NA,NA,NA,NA,0.044,NA,0,0,0.53,0.47,27,33,28,33,2,1,5,1,7,2,1.28,-0.26,0.26,58.6,NA,NA,NA,NA
"SL",2026-06-03,89.2,-1.62,5.83,"Pallante, Andre",673962,669467,"single","hit_into_play",NA,NA,NA,NA,14,"Josh Jung singles on a ground ball to center fielder Victor Scott II. Kyle Higashioka scores.","R","R","R","STL","TEX","X",8,"ground_ball",2,2,2026,0.51,-0.02,1.14854568187888,2.36664408583099,NA,543309,NA,2,3,"Top",127.99,96.96,NA,NA,NA,NA,5.69280609048873,-129.927124659044,-2.32891756836482,4.6910012135052,24.6520457531935,-32.1504266724654,3.26300853,1.646751969,79,81.8,5,90.6,2392,6.9,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.63,0.32,0.289,0.9,1,1,0,2,22,5,"Slider",1,0,0,1,1,1,1,1,"Standard","Standard",109,-0.107,0.744,68.4,7.5,NA,0.349,-0.744,88,1,-1,0.637,0.363,27,28,28,28,2,1,5,1,7,2,2.86,-0.51,-0.51,55.6,18.3360844722624,5.1003935776721,29.0821739354265,47.3976842157035
"SL",2026-06-03,91.4,-1.75,5.82,"Pallante, Andre",673962,669467,NA,"blocked_ball",NA,NA,NA,NA,14,NA,"R","R","R","STL","TEX","B",NA,NA,1,2,2026,0.4,0.27,1.27277062183641,-0.0106354001729918,NA,543309,NA,2,3,"Top",NA,NA,NA,NA,NA,NA,6.70316171619243,-132.784667444441,-9.21139375597417,3.44389196927543,26.0026976916292,-27.3520901350953,3.26300853,1.646751969,NA,NA,NA,92.6,2289,6.9,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.58,NA,NA,NA,NA,NA,NA,NA,22,4,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",150,-0.005,0.033,NA,NA,NA,NA,-0.033,NA,1,-1,0.642,0.358,27,28,28,28,2,1,5,1,7,2,2.45,-0.4,-0.4,57,NA,NA,NA,NA
"SI",2026-06-03,97,-1.67,5.98,"Pallante, Andre",673962,669467,NA,"foul",NA,NA,NA,NA,11,NA,"R","R","R","STL","TEX","S",NA,NA,1,1,2026,-1.07,1.33,-1.12612805858549,2.50197479404249,NA,543309,NA,2,3,"Top",NA,NA,NA,NA,NA,NA,3.92800626071478,-141.073463494111,-6.64677322323964,-15.1628692865957,32.556352832513,-13.1551251780639,3.26300853,1.646751969,142,57.9,29,97.4,2059,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.94,NA,NA,NA,NA,NA,NA,NA,22,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",196,0.009,-0.071,66.3,6.3,NA,NA,0.071,88,1,-1,0.633,0.367,27,28,28,28,2,1,5,1,7,2,1.1,1.07,1.07,58.1,-5.22482819327815,13.7619680499074,45.4078050732155,21.777518636562
"SI",2026-06-03,96.6,-1.7,5.97,"Pallante, Andre",673962,669467,NA,"ball",NA,NA,NA,NA,13,NA,"R","R","R","STL","TEX","B",NA,NA,0,1,2026,-1.01,1.18,-0.984865194955403,1.1084787474386,NA,543309,NA,2,3,"Top",NA,NA,NA,NA,NA,NA,4.2474152442989,-140.361061878439,-9.8777645992234,-14.3151041430622,30.9808420754845,-14.5998949545499,3.26300853,1.646751969,NA,NA,NA,97.1,2147,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.88,NA,NA,NA,NA,NA,NA,NA,22,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",197,-0.004,0.013,NA,NA,NA,NA,-0.013,NA,1,-1,0.637,0.363,27,28,28,28,2,1,5,1,7,2,1.27,1.01,1.01,57,NA,NA,NA,NA
"SI",2026-06-03,96.9,-1.57,6.06,"Pallante, Andre",673962,669467,NA,"foul",NA,NA,NA,NA,11,NA,"R","R","R","STL","TEX","S",NA,NA,0,0,2026,-0.89,1.14,-1.33326667594816,2.71286493571973,NA,543309,NA,2,3,"Top",NA,NA,NA,NA,NA,NA,2.71699159946188,-141.023826106443,-5.86529234916346,-12.5231342633904,31.1476302027932,-15.8496787456339,3.26300853,1.646751969,176,65.7,26,97.5,2202,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.92,NA,NA,NA,NA,NA,NA,NA,22,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",210,0.006,-0.035,66,6.4,NA,NA,0.035,88,1,-1,0.631,0.369,27,28,28,28,2,1,5,1,7,2,1.28,0.89,0.89,59.7,2.54231357631065,6.12282690665089,44.6809789524601,19.4466951734332
"SL",2026-06-03,90.4,-1.8,5.88,"Pallante, Andre",592626,669467,"field_out","hit_into_play",NA,NA,NA,NA,9,"Joc Pederson lines out to left fielder José Fermín.","R","L","R","STL","TEX","X",7,"line_drive",0,2,2026,0.46,0.04,0.306526803341873,2.07084175313276,NA,543309,NA,1,3,"Top",87.96,105.57,NA,NA,NA,NA,4.24029302135746,-131.687887253687,-3.48857928333794,4.50247637110219,26.106642960146,-31.1924860046325,3.23667979,1.633464567,291,84.9,27,91.5,2443,6.8,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.73,0.077,0.069,0,1,0,0,3,21,3,"Slider",1,0,0,1,0,1,0,1,"Strategic","Standard",108,0.025,-0.148,70.2,7.1,NA,0.102,0.148,88,1,-1,0.606,0.394,27,34,28,34,2,1,5,1,7,2,2.73,-0.46,0.46,56.5,0.320257296567425,3.27928626532601,34.3290955457348,26.6214698479148
"SI",2026-06-03,97,-1.76,6,"Pallante, Andre",592626,669467,NA,"foul_tip",NA,NA,NA,NA,11,NA,"R","L","R","STL","TEX","S",NA,NA,0,1,2026,-0.8,1,-1.27790982027639,3.63344128195791,NA,543309,NA,1,3,"Top",NA,NA,NA,NA,NA,NA,3.16298922726839,-141.250707159581,-2.9744057719589,-11.4895411281587,30.75916630024,-18.3219543331605,3.23667979,1.633464567,NA,NA,NA,97.8,2170,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.9,NA,NA,NA,NA,NA,NA,NA,21,2,"Sinker",1,0,0,1,0,1,0,1,"Strategic","Standard",201,0.01,-0.074,67.2,6.6,NA,NA,0.074,NA,1,-1,0.596,0.404,27,34,28,34,2,1,5,1,7,2,1.41,0.8,-0.8,54.5,3.19478119068473,28.2714950577636,15.9692095983398,47.1091765283094
"SL",2026-06-03,86.7,-1.86,5.88,"Pallante, Andre",592626,669467,NA,"foul_tip",NA,NA,NA,NA,2,NA,"R","L","R","STL","TEX","S",NA,NA,0,0,2026,0.47,-0.01,-0.248199673668994,2.91754230344444,NA,543309,NA,1,3,"Top",NA,NA,NA,NA,NA,NA,2.84401990450357,-126.36040675462,-0.701425755145906,4.47159121796527,25.0484097811011,-32.3793852436844,3.23667979,1.633464567,NA,NA,NA,87.5,2271,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.85,NA,NA,NA,NA,NA,NA,NA,21,1,"Slider",1,0,0,1,0,1,0,1,"Strategic","Standard",120,0.006,-0.051,74.3,7.4,NA,NA,0.051,NA,1,-1,0.59,0.41,27,34,28,34,2,1,5,1,7,2,3.03,-0.47,0.47,54.8,10.5511248965856,2.2644439561766,27.0684880058881,34.5421843287893
"FF",2026-06-03,95.2,-1.78,5.95,"Pallante, Andre",670032,669467,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Nicky Lopez strikes out swinging.","R","L","R","STL","TEX","S",2,NA,2,2,2026,0.31,0.88,0.663900045527197,1.37698441385084,NA,543309,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,5.67406322968308,-138.375497963864,-8.12899547795913,2.60175344431835,32.0074837196523,-19.2359157853072,3.122588583,1.575885827,NA,NA,NA,95.8,2245,6.8,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.73,NA,0,0,1,0,0,NA,20,5,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",190,0.041,-0.285,66.4,6.9,0.663091272,NA,0.285,NA,1,-1,0.549,0.451,27,31,28,31,1,0,5,1,7,4,1.65,-0.31,0.31,56.3,1.43099129089317,5.54489786077313,34.2083218383111,29.4534875596597
"KC",2026-06-03,76.3,-1.73,6.06,"Pallante, Andre",670032,669467,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","R","STL","TEX","B",NA,NA,1,2,2026,0.65,-1.52,-0.845091797868201,3.8833275976576,NA,543309,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,0.650235618647557,-110.785122597535,5.56044460808072,5.18821260131849,21.8837900811104,-45.9040692792957,3.122588583,1.575885827,NA,NA,NA,76.2,2791,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.92,NA,NA,NA,NA,NA,NA,NA,20,4,"Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard",17,-0.007,0.013,NA,NA,NA,NA,-0.013,NA,1,-1,0.556,0.444,27,31,28,31,1,0,5,1,7,4,5.48,-0.65,0.65,60.8,NA,NA,NA,NA
"SL",2026-06-03,88.7,-1.95,5.76,"Pallante, Andre",670032,669467,NA,"ball",NA,NA,NA,NA,14,NA,"R","L","R","STL","TEX","B",NA,NA,0,2,2026,0.51,0.06,0.857861036426416,-0.0815636779618396,NA,NA,543309,0,3,"Top",NA,NA,NA,NA,NA,NA,5.73735193775118,-128.900519904912,-8.13393056332495,4.565385562929,25.7197349583916,-30.0475952518288,3.122588583,1.575885827,NA,NA,NA,89.7,2414,6.9,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.64,NA,NA,NA,NA,NA,NA,NA,20,3,"Slider",1,0,0,1,0,1,0,1,"Infield shade","Standard",101,-0.029,0.016,NA,NA,NA,NA,-0.016,NA,1,-1,0.585,0.415,27,31,28,31,1,0,5,1,7,4,2.83,-0.51,0.51,52.3,NA,NA,NA,NA
"KC",2026-06-03,77.5,-1.6,6,"Pallante, Andre",670032,669467,NA,"foul_bunt",NA,NA,NA,NA,9,NA,"R","L","R","STL","TEX","S",NA,NA,0,1,2026,0.89,-1.41,0.827703377730283,1.87858095493888,NA,NA,543309,0,3,"Top",NA,NA,NA,NA,NA,NA,3.47879847626279,-112.727503694027,1.09732556950498,6.79701240315639,22.8195673609862,-44.5600533086634,3.122588583,1.575885827,NA,NA,NA,77.6,2782,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.84,NA,NA,NA,NA,NA,NA,NA,20,2,"Knuckle Curve",1,0,0,1,0,1,0,1,"Strategic","Standard",19,0.01,-0.05,9.8,1.7,NA,NA,0.05,88,1,-1,0.575,0.425,27,31,28,31,1,0,5,1,7,4,5.24,-0.89,0.89,60.1,-70.1465615560905,-110.735921171633,36.6764044266608,26.0275387381218
"FF",2026-06-03,95.7,-1.64,6.06,"Pallante, Andre",670032,669467,NA,"foul_bunt",NA,NA,NA,NA,12,NA,"R","L","R","STL","TEX","S",NA,NA,0,0,2026,-0.03,0.98,0.0138846590954175,3.28829095057089,NA,NA,543309,0,3,"Top",NA,NA,NA,NA,NA,NA,4.40769567339431,-139.36639358336,-3.82282748565317,-1.34448056955763,29.6224488199722,-18.6736395493394,3.122588583,1.575885827,NA,NA,NA,96.5,2239,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.94,NA,NA,NA,NA,NA,NA,NA,20,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",189,0.006,-0.042,NA,NA,NA,NA,0.042,88,1,-1,0.569,0.431,27,31,28,31,1,0,5,1,7,4,1.49,0.03,-0.03,59.4,NA,NA,NA,NA
"SI",2026-06-03,97,-1.74,5.87,"Pallante, Andre",543309,669467,"single","hit_into_play",NA,NA,NA,NA,4,"Kyle Higashioka singles on a line drive to center fielder Victor Scott II.","R","R","R","STL","TEX","X",8,"line_drive",3,2,2026,-0.96,0.84,-0.644140368736012,2.47777593320173,NA,NA,NA,0,3,"Top",130.62,76.92,NA,NA,NA,NA,5.1503313715695,-141.286270355955,-5.36657320818842,-13.9721560511039,28.4972137506362,-19.9778389918026,3.245456037,1.637893701,265,91.7,16,98.2,2076,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.82,0.854,0.796,0.9,1,1,0,4,19,7,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",195,-0.037,0.369,69.2,6.4,NA,1,-0.369,91.7,1,-1,0.606,0.394,27,36,28,36,1,0,5,1,7,2,1.56,0.96,0.96,55.1,0.571975819839802,6.39588874194296,37.194527354015,25.5098290887178
"SL",2026-06-03,88.5,-1.78,5.87,"Pallante, Andre",543309,669467,NA,"foul",NA,NA,NA,NA,3,NA,"R","R","R","STL","TEX","S",NA,NA,3,2,2026,0.37,-0.28,0.430163022055348,3.2971688664278,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,4.5666905193603,-128.930354512493,0.524590526285537,3.27826730033735,24.9862226837875,-35.6012249882198,3.245456037,1.637893701,229,71.2,36,89.5,2348,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.81,NA,NA,NA,NA,NA,NA,NA,19,6,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",105,0,0,68.4,6.4,NA,NA,0,88,1,-1,0.606,0.394,27,36,28,36,1,0,5,1,7,2,3.17,-0.37,-0.37,55,-1.19169611751415,13.7017735694739,24.8170888447113,38.4914845071033
"SL",2026-06-03,87.6,-1.85,5.81,"Pallante, Andre",543309,669467,NA,"ball",NA,NA,NA,NA,14,NA,"R","R","R","STL","TEX","B",NA,NA,2,2,2026,0.43,0.12,1.13355734004631,2.19440495231225,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,6.2581396314626,-127.5353271345,-2.70027864709752,3.53504219475669,24.5433273254063,-30.4824260889169,3.245456037,1.637893701,NA,NA,NA,88.7,2262,6.8,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.68,NA,NA,NA,NA,NA,NA,NA,19,5,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",96,-0.01,0.117,NA,NA,NA,NA,-0.117,NA,1,-1,0.616,0.384,27,36,28,36,1,0,5,1,7,2,2.83,-0.43,-0.43,55.7,NA,NA,NA,NA
"SL",2026-06-03,90,-1.64,5.92,"Pallante, Andre",543309,669467,NA,"ball",NA,NA,NA,NA,14,NA,"R","R","R","STL","TEX","B",NA,NA,1,2,2026,0.56,0.11,1.95549808367109,1.88161245013491,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,7.6944660706659,-130.937374864142,-4.16669024755104,5.07519391806387,23.8628503360311,-30.2654930170365,3.245456037,1.637893701,NA,NA,NA,91.5,2323,6.9,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.6,NA,NA,NA,NA,NA,NA,NA,19,4,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",141,-0.004,0.049,NA,NA,NA,NA,-0.049,NA,1,-1,0.62,0.38,27,36,28,36,1,0,5,1,7,2,2.67,-0.56,-0.56,57,NA,NA,NA,NA
"SI",2026-06-03,96.5,-1.57,5.89,"Pallante, Andre",543309,669467,NA,"swinging_strike",NA,NA,NA,NA,11,NA,"R","R","R","STL","TEX","S",NA,NA,1,1,2026,-1.02,1.14,-0.226514961028829,3.67469914878957,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,5.93855514091263,-140.473307712927,-2.83517566922662,-14.8923736221713,30.0778549127409,-16.5879230379353,3.245456037,1.637893701,NA,NA,NA,97.3,2126,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.9,NA,NA,NA,NA,NA,NA,NA,19,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",201,0.007,-0.062,63.1,5.2,0.456377616,NA,0.062,NA,1,-1,0.613,0.387,27,36,28,36,1,0,5,1,7,2,1.29,1.02,1.02,55.8,-7.31141181078043,32.9273867758911,30.7721048218791,30.1930473582531
"SI",2026-06-03,95,-1.72,5.86,"Pallante, Andre",543309,669467,NA,"called_strike",NA,NA,NA,NA,8,NA,"R","R","R","STL","TEX","S",NA,NA,1,0,2026,-0.7,1.12,0.0397020125640061,1.9604704292026,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,6.18473448972018,-138.174191463737,-6.94756308127192,-10.2557398854714,28.2560960102206,-16.5147231146395,3.245456037,1.637893701,NA,NA,NA,96,2122,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.8,NA,NA,NA,NA,NA,NA,NA,19,2,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",200,0.005,-0.059,NA,NA,NA,NA,0.059,NA,1,-1,0.608,0.392,27,36,28,36,1,0,5,1,7,2,1.39,0.7,0.7,55.5,NA,NA,NA,NA
"FF",2026-06-03,95.6,-1.33,6.14,"Pallante, Andre",543309,669467,NA,"ball",NA,NA,NA,NA,12,NA,"R","R","R","STL","TEX","B",NA,NA,0,0,2026,0.14,0.93,0.605449527871715,4.11677678466783,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,4.75207430668731,-139.368281826919,-1.77597830561881,0.909340717609357,26.8727949489166,-19.7813120219961,3.245456037,1.637893701,NA,NA,NA,96.8,2213,6.6,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.94,NA,NA,NA,NA,NA,NA,NA,19,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",187,-0.004,0.046,NA,NA,NA,NA,-0.046,NA,1,-1,0.612,0.388,27,36,28,36,1,0,5,1,7,2,1.53,-0.14,-0.14,63.4,NA,NA,NA,NA
"KC",2026-06-03,78.7,-1.53,6.04,"Pallante, Andre",694497,669467,"strikeout","called_strike",NA,NA,NA,NA,2,"Evan Carter called out on strikes.","R","L","R","STL","TEX","S",2,NA,2,2,2026,0.31,-1.62,-0.00270054723548624,3.24987145779919,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,NA,NA,2.66882807092108,-114.415690180584,4.16001347399322,2.15741450012691,24.3452702154412,-47.3622390527609,3.315666011,1.673326772,NA,NA,NA,78.3,2890,6.4,823051,671056,676475,695336,669357,691026,665877,687363,691023,54.08,NA,0,0,1,0,0,NA,14,5,"Knuckle Curve",1,0,0,1,0,1,0,1,"Infield shade","Standard",21,0.009,-0.22,NA,NA,NA,NA,0.22,NA,1,-1,0.647,0.353,27,23,28,24,1,0,5,1,7,2,5.35,-0.31,0.31,60.1,NA,NA,NA,NA
"SL",2026-06-03,88.4,-1.79,5.87,"Pallante, Andre",694497,669467,NA,"called_strike",NA,NA,NA,NA,7,NA,"R","L","R","STL","TEX","S",NA,NA,2,1,2026,0.14,0.24,-0.626483552167453,1.84604431722089,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,NA,NA,2.52491123548089,-128.723137432723,-4.0333155124588,1.05169950850465,27.2489469437461,-28.8999943181712,3.315666011,1.673326772,NA,NA,NA,89.1,2356,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.76,NA,NA,NA,NA,NA,NA,NA,14,4,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",133,0.003,-0.081,NA,NA,NA,NA,0.081,NA,1,-1,0.644,0.356,27,23,28,24,1,0,5,1,7,2,2.68,-0.14,0.14,57.3,NA,NA,NA,NA
"SL",2026-06-03,87.6,-1.7,5.84,"Pallante, Andre",694497,669467,NA,"called_strike",NA,NA,NA,NA,8,NA,"R","L","R","STL","TEX","S",NA,NA,2,0,2026,0.37,0.21,-0.229482649533869,2.12486959399196,NA,NA,NA,2,2,"Top",NA,NA,NA,NA,NA,NA,2.76912329641225,-127.596976544106,-3.14283378788,3.50975519524537,23.7892468639746,-29.4618134642173,3.315666011,1.673326772,NA,NA,NA,88.6,2346,6.7,823051,671056,676475,695336,669357,691026,665877,687363,691023,53.82,NA,NA,NA,NA,NA,NA,NA,14,3,"Slider",1,0,0,1,0,1,0,1,"Standard","Standard",122,0.003,-0.064,NA,NA,NA,NA,0.064,NA,1,-1,0.641,0.359,27,23,28,24,1,0,5,1,7,2,2.73,-0.37,0.37,55.4,NA,NA,NA,NA
