"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"CH",2026-06-14,86.2,1.81,5.24,"Romero, JoJo",668885,668941,NA,"ball",NA,NA,NA,NA,13,NA,"R","R","L","MIN","STL","B",NA,NA,0,1,2026,0.84,-0.36,-1.3693784116375,-0.00830632611230664,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,NA,NA,-8.99743639866046,-125.161653130022,-5.15013747092559,10.5855520161668,24.0429002660139,-35.104449204478,3.12960958,1.579429134,NA,NA,NA,84.6,1285,5.3,823693,671056,691458,802139,665877,691026,663457,701675,691023,55.21,NA,NA,NA,NA,NA,NA,NA,56,2,"Changeup",2,4,2,4,4,2,2,4,"Standard","Standard",97,0.004,0.03,NA,NA,NA,NA,-0.03,NA,-2,-2,0.215,0.215,29,27,30,27,1,0,1,1,7,1,3.43,0.84,-0.84,27.6,NA,NA,NA,NA
"SI",2026-06-14,93.6,2.1,5.18,"Romero, JoJo",668885,668941,NA,"called_strike",NA,NA,NA,NA,8,NA,"R","R","L","MIN","STL","S",NA,NA,0,0,2026,1.13,0.18,0.0734715300201345,1.51138777471868,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,NA,NA,-7.54304625960545,-136.140325111802,-3.84775166777802,15.6599221056064,29.762173751618,-29.2823542631723,3.12960958,1.579429134,NA,NA,NA,92.1,2156,5.4,823693,671056,691458,802139,665877,691026,663457,701675,691023,55.1,NA,NA,NA,NA,NA,NA,NA,56,1,"Sinker",2,4,2,4,4,2,2,4,"Standard","Standard",114,-0.006,-0.043,NA,NA,NA,NA,0.043,NA,-2,-2,0.221,0.221,29,27,30,27,1,0,1,1,7,1,2.42,1.13,-1.13,26.4,NA,NA,NA,NA
"CH",2026-06-13,88,2.41,5.27,"Romero, JoJo",668904,668941,"grounded_into_double_play","hit_into_play",NA,NA,NA,NA,14,"Royce Lewis grounds into a double play, shortstop Masyn Winn to second baseman José Fermín to first baseman Alec Burleson. Kody Clemens out at 2nd. Royce Lewis out at 1st.","R","R","L","MIN","STL","X",6,"ground_ball",0,0,2026,1.09,-0.39,0.883138612854767,2.00254988070942,621439,NA,665019,1,8,"Bot",110.26,154.22,NA,NA,NA,NA,-5.83991606808129,-128.20394218937,-0.883900791762332,13.174447576829,23.3377061257159,-36.5340029689168,3.205085302,1.617519685,12,83.1,-9,87,1327,5.3,823694,686780,676475,665877,691458,691026,663457,701675,691023,55.19,0.077,0.069,0,1,0,0,2,68,1,"Changeup",5,9,5,9,9,5,5,9,"Standard","Standard",99,-0.075,-0.301,73,8.3,NA,0.079,0.301,88,-4,-4,0.09,0.09,29,27,30,27,1,3,2,1,1,1,3.3,1.09,-1.09,27,9.55822634459864,6.08746309617183,25.984120885677,50.8172146661164
"ST",2026-06-13,83.5,2.2,5.23,"Romero, JoJo",665019,668941,"single","hit_into_play",NA,NA,NA,NA,4,"Kody Clemens singles on a ground ball to center fielder Nathan Church. Austin Martin scores. Byron Buxton to 3rd.","R","L","L","MIN","STL","X",8,"ground_ball",0,2,2026,-1.23,-0.41,-0.741234148579528,2.12322789171098,NA,668885,621439,1,8,"Bot",140.66,94.93,NA,NA,NA,NA,-4.14363486657013,-121.577459200964,0.224053027982025,-11.5229699586597,22.1528147149052,-36.4677508171965,3.211228675,1.620620079,17,92.9,-6,82.3,2969,5.3,823694,686780,676475,665877,691458,691026,663457,701675,691023,55.18,0.201,0.185,0.9,1,1,0,2,67,3,"Sweeper",4,9,4,9,9,5,5,9,"Standard","Standard",298,0.058,0.568,67.4,7,NA,0.23,-0.568,92.9,-5,-5,0.032,0.032,29,30,30,30,1,3,2,1,1,1,3.65,-1.23,-1.23,29.8,8.22648297862195,8.1212586615304,24.5662956337296,44.3462146021904
"ST",2026-06-13,84.2,2.14,5.2,"Romero, JoJo",665019,668941,NA,"foul",NA,NA,NA,NA,6,NA,"R","L","L","MIN","STL","S",NA,NA,0,1,2026,-1.11,-0.01,0.33152579624122,2.363571042452,NA,668885,621439,1,8,"Bot",NA,NA,NA,NA,NA,NA,-1.86710787798539,-122.728224688144,-0.0372264382248935,-10.9089525214006,23.8651716711693,-32.4707635500368,3.211228675,1.620620079,41,99.3,-1,82.8,2915,5.2,823694,686780,676475,665877,691458,691026,663457,701675,691023,55.31,NA,NA,NA,NA,NA,NA,NA,67,2,"Sweeper",4,9,4,9,9,4,4,9,"Standard","Standard",295,-0.006,-0.061,73.7,7.8,NA,NA,0.061,99.3,-5,-5,0.038,0.038,29,30,30,30,1,3,2,1,1,1,3.21,-1.11,-1.11,28.2,21.5024052022057,-19.2065539899439,28.5479803668712,31.4195785710037
"ST",2026-06-13,82.9,2.15,5.24,"Romero, JoJo",665019,668941,NA,"called_strike",NA,NA,NA,NA,2,NA,"R","L","L","MIN","STL","S",NA,NA,0,0,2026,-1.33,0,-0.103133981863727,2.91545684234078,NA,668885,621439,1,8,"Bot",NA,NA,NA,NA,NA,NA,-2.39696179503515,-120.790603785572,1.23386387139186,-12.6447758076869,21.7998674986356,-32.6272902343015,3.211228675,1.620620079,NA,NA,NA,81.5,2901,5.1,823694,686780,676475,665877,691458,691026,663457,701675,691023,55.37,NA,NA,NA,NA,NA,NA,NA,67,1,"Sweeper",4,9,4,9,9,4,4,9,"Standard","Standard",292,-0.003,-0.042,NA,NA,NA,NA,0.042,NA,-5,-5,0.041,0.041,29,30,30,30,1,3,2,1,1,1,3.29,-1.33,-1.33,34.1,NA,NA,NA,NA
"ST",2026-06-11,81.6,2.15,5.2,"Romero, JoJo",805999,668941,"strikeout","called_strike",NA,NA,NA,NA,6,"A.J. Ewing called out on strikes.","R","L","L","NYM","STL","S",2,NA,0,2,2026,-1.34,-0.16,0.618106461456265,2.59446633385885,NA,NA,NA,0,8,"Bot",NA,NA,NA,NA,NA,NA,-0.772532806093297,-118.869637182538,1.14048240608007,-12.6440612922496,21.9991515528487,-34.0894415467748,3.136630577,1.582972441,NA,NA,NA,80.5,2816,5.4,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.13,NA,0,0,1,0,0,NA,65,4,"Sweeper",5,4,5,4,4,5,5,4,"Infield shade","Standard",292,-0.008,-0.166,NA,NA,NA,NA,0.166,NA,1,1,0.861,0.861,29,21,30,22,1,3,1,1,2,1,3.56,-1.34,-1.34,28,NA,NA,NA,NA
"ST",2026-06-11,83.3,2.45,5.22,"Romero, JoJo",805999,668941,NA,"foul",NA,NA,NA,NA,1,NA,"R","L","L","NYM","STL","S",NA,NA,0,2,2026,-0.65,0.16,-0.665714813412272,3.17269713621059,NA,NA,NA,0,8,"Bot",NA,NA,NA,NA,NA,NA,-5.68496562258075,-121.246834668085,1.53805181068221,-5.29045495618636,23.2571430212286,-31.1098297747326,3.136630577,1.582972441,209,79.9,53,82.1,2744,5.4,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.07,NA,NA,NA,NA,NA,NA,NA,65,3,"Sweeper",5,4,5,4,4,5,5,4,"Infield shade","Standard",305,0,0,68.8,6,NA,NA,0,88,1,1,0.861,0.861,29,21,30,22,1,3,1,1,2,1,3.12,-0.65,-0.65,24.9,7.67913610873803,6.62632025174466,29.8055450737487,40.7144593967801
"ST",2026-06-11,82.9,2.02,5.14,"Romero, JoJo",805999,668941,NA,"swinging_strike",NA,NA,NA,NA,13,NA,"R","L","L","NYM","STL","S",NA,NA,0,1,2026,-0.97,0.03,-0.710058573615751,0.796649089997602,NA,NA,NA,0,8,"Bot",NA,NA,NA,NA,NA,NA,-4.19394369502431,-120.821041031545,-3.29255725505793,-8.76429477371432,22.1155442851399,-31.5048072366208,3.136630577,1.582972441,NA,NA,NA,82.1,2753,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,54.98,NA,NA,NA,NA,NA,NA,NA,65,2,"Sweeper",5,4,5,4,4,5,5,4,"Standard","Standard",298,-0.004,-0.055,59.6,7.8,9.277205592,NA,0.055,NA,1,1,0.865,0.865,29,21,30,22,1,3,1,1,2,1,3.26,-0.97,-0.97,30.1,30.2127675714757,-22.4736464515689,42.1922745348305,40.9738153312351
"ST",2026-06-11,80.9,2.48,5.27,"Romero, JoJo",805999,668941,NA,"called_strike",NA,NA,NA,NA,12,NA,"R","L","L","NYM","STL","S",NA,NA,0,0,2026,-0.89,0.04,0.879692985157504,2.90778677672727,NA,NA,NA,0,8,"Bot",NA,NA,NA,NA,NA,NA,-1.78540826372584,-117.995508886188,1.29967261962848,-8.13422210610601,18.7334172522849,-32.2070099619287,3.136630577,1.582972441,NA,NA,NA,80.4,2694,5.4,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.09,NA,NA,NA,NA,NA,NA,NA,65,1,"Sweeper",5,4,5,4,4,5,5,4,"Standard","Standard",305,-0.002,-0.043,NA,NA,NA,NA,0.043,NA,1,1,0.867,0.867,29,21,30,22,1,3,1,1,2,1,3.38,-0.89,-0.89,28.2,NA,NA,NA,NA
"ST",2026-06-11,84.1,2.05,5.26,"Romero, JoJo",676724,668941,"field_out","hit_into_play",NA,NA,NA,NA,4,"Jared Young pops out to third baseman Nolan Gorman.","R","L","L","NYM","STL","X",5,"popup",2,2,2026,-0.88,0.36,-0.74579582638627,2.37120681882013,NA,NA,NA,2,7,"Bot",77.03,150.7,NA,NA,NA,NA,-4.55243199581763,-122.478160855678,-0.834969441275242,-7.92296779636043,25.1523028344239,-28.5696301839399,3.280561024,1.655610236,172,62,47,82.8,2877,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.01,0.151,0.14,0,1,0,0,3,61,5,"Sweeper",5,4,5,4,4,5,5,4,"Infield shade","Standard",311,-0.008,-0.22,67.2,7.8,NA,0.179,0.22,88,1,1,0.753,0.753,29,30,30,31,1,3,1,1,2,1,2.86,-0.88,-0.88,30.2,14.5885765499517,-14.393020145988,26.1745165826879,45.3962167747187
"ST",2026-06-11,84.7,1.88,5.11,"Romero, JoJo",676724,668941,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","L","NYM","STL","B",NA,NA,1,2,2026,-1.13,-0.06,-0.855421425608194,3.16484871911142,NA,NA,NA,2,7,"Bot",NA,NA,NA,NA,NA,NA,-3.95274496788406,-123.282466632711,2.03446193556921,-10.7312619803982,24.6883762671393,-33.4051341873093,3.280561024,1.655610236,NA,NA,NA,83.5,2834,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.01,NA,NA,NA,NA,NA,NA,NA,61,4,"Sweeper",5,4,5,4,4,5,5,4,"Infield shade","Standard",310,0.001,0.044,NA,NA,NA,NA,-0.044,NA,1,1,0.752,0.752,29,30,30,31,1,3,1,1,2,1,3.24,-1.13,-1.13,28.4,NA,NA,NA,NA
"ST",2026-06-11,83.6,1.99,5.13,"Romero, JoJo",676724,668941,NA,"foul",NA,NA,NA,NA,2,NA,"R","L","L","NYM","STL","S",NA,NA,1,1,2026,-1.25,0.09,0.0293630601204877,2.80142962099199,NA,NA,NA,2,7,"Bot",NA,NA,NA,NA,NA,NA,-1.91536367628303,-121.738541850065,1.02699648419172,-12.0888588035233,24.0841494743269,-31.733562644296,3.280561024,1.655610236,181,72,63,82.4,2770,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.01,NA,NA,NA,NA,NA,NA,NA,61,3,"Sweeper",5,4,5,4,4,5,5,4,"Standard","Standard",296,-0.002,-0.071,69.3,7.1,NA,NA,0.071,88,1,1,0.754,0.754,29,30,30,31,1,3,1,1,2,1,3.17,-1.25,-1.25,27.9,7.7227995819885,-13.9901613072387,26.6425075050247,37.6514474568599
"SI",2026-06-11,94.5,1.98,5.13,"Romero, JoJo",676724,668941,NA,"called_strike",NA,NA,NA,NA,1,NA,"R","L","L","NYM","STL","S",NA,NA,1,0,2026,1.15,-0.37,-0.277278237034217,3.25584787069084,NA,NA,NA,2,7,"Bot",NA,NA,NA,NA,NA,NA,-8.2518140827122,-137.322763609754,1.80280580561746,16.3996709535585,32.0611785599195,-37.5392520444488,3.280561024,1.655610236,NA,NA,NA,92.8,2190,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.04,NA,NA,NA,NA,NA,NA,NA,61,2,"Sinker",5,4,5,4,4,5,5,4,"Standard","Standard",110,-0.002,-0.054,NA,NA,NA,NA,0.054,NA,1,1,0.756,0.756,29,30,30,31,1,3,1,1,2,1,2.94,1.15,1.15,27,NA,NA,NA,NA
"SI",2026-06-11,95.7,1.86,5.15,"Romero, JoJo",676724,668941,NA,"ball",NA,NA,NA,NA,13,NA,"R","L","L","NYM","STL","B",NA,NA,0,0,2026,1.29,0.15,-1.1199462168907,2.05113269807458,NA,NA,NA,2,7,"Bot",NA,NA,NA,NA,NA,NA,-10.5594908319098,-138.954365247098,-2.63619955769056,19.1270675078188,31.1999825793428,-29.8667700758913,3.280561024,1.655610236,NA,NA,NA,94.3,2153,5.6,823619,699625,676475,802139,669357,691026,663457,701675,691023,54.92,NA,NA,NA,NA,NA,NA,NA,61,1,"Sinker",5,4,5,4,4,5,5,4,"Standard","Standard",115,0.001,0.042,NA,NA,NA,NA,-0.042,NA,1,1,0.755,0.755,29,30,30,31,1,3,1,1,2,1,2.35,1.29,1.29,28.2,NA,NA,NA,NA
"ST",2026-06-11,84.7,2.04,5.17,"Romero, JoJo",665742,668941,"home_run","hit_into_play",NA,NA,NA,NA,1,"Juan Soto homers (14) on a fly ball to right center field.","R","L","L","NYM","STL","X",NA,"fly_ball",1,2,2026,-1.11,0.09,-0.433008546655379,3.00311635314169,NA,NA,NA,2,7,"Bot",181.93,47.93,NA,NA,NA,NA,-3.40565988087541,-123.252724815965,1.33479402118474,-10.3727819804094,28.1568831099829,-31.8257585878587,3.259498032,1.644980315,398,101.2,30,83,2780,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.02,0.557,1.09,2,1,0,3,6,60,4,"Sweeper",4,4,4,4,4,5,5,4,"Infield shade","Standard",308,0.24,2.678,68.9,7,NA,2.091,-2.678,101.2,0,0,0.515,0.515,29,27,30,28,1,3,1,1,2,1,3.13,-1.11,-1.11,26.4,21.7430763158271,-3.89307168933465,24.7188721157203,41.9276033063478
"SI",2026-06-11,94.3,1.94,5.12,"Romero, JoJo",665742,668941,NA,"called_strike",NA,NA,NA,NA,7,NA,"R","L","L","NYM","STL","S",NA,NA,1,1,2026,0.99,0.01,-0.808469887584162,1.94801594160304,NA,NA,NA,2,7,"Bot",NA,NA,NA,NA,NA,NA,-9.14778455042615,-137.030310230771,-2.31853055367093,14.6088212029243,31.7657866372936,-31.672888889257,3.259498032,1.644980315,NA,NA,NA,92.6,2126,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.01,NA,NA,NA,NA,NA,NA,NA,60,3,"Sinker",4,4,4,4,4,4,4,4,"Infield shade","Standard",109,-0.005,-0.071,NA,NA,NA,NA,0.071,NA,0,0,0.52,0.52,29,27,30,28,1,3,1,1,2,1,2.57,0.99,0.99,24.2,NA,NA,NA,NA
"ST",2026-06-11,84,2.09,5.19,"Romero, JoJo",665742,668941,NA,"called_strike",NA,NA,NA,NA,8,NA,"R","L","L","NYM","STL","S",NA,NA,1,0,2026,-1.05,-0.3,0.0385673111868259,1.90706063684775,NA,NA,NA,2,7,"Bot",NA,NA,NA,NA,NA,NA,-2.54159290724779,-122.420598560703,-0.423465527165097,-10.0246463554742,24.4248420663121,-35.3292481150997,3.259498032,1.644980315,NA,NA,NA,82.9,2656,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.02,NA,NA,NA,NA,NA,NA,NA,60,2,"Sweeper",4,4,4,4,4,4,4,4,"Infield shade","Standard",297,-0.003,-0.054,NA,NA,NA,NA,0.054,NA,0,0,0.523,0.523,29,27,30,28,1,3,1,1,2,1,3.52,-1.05,-1.05,28.9,NA,NA,NA,NA
"SI",2026-06-11,94.8,1.98,5.18,"Romero, JoJo",665742,668941,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","L","NYM","STL","B",NA,NA,0,0,2026,1.01,-0.06,-0.139295478888362,4.16283752257174,NA,NA,NA,2,7,"Bot",NA,NA,NA,NA,NA,NA,-7.6312832859525,-137.751836739973,3.22980721157962,14.5038342301207,30.9007651414594,-33.8793891607462,3.259498032,1.644980315,NA,NA,NA,93.4,2065,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,54.95,NA,NA,NA,NA,NA,NA,NA,60,1,"Sinker",4,4,4,4,4,4,4,4,"Infield shade","Standard",117,0.002,0.042,NA,NA,NA,NA,-0.042,NA,0,0,0.521,0.521,29,27,30,28,1,3,1,1,2,1,2.6,1.01,1.01,28.3,NA,NA,NA,NA
"SI",2026-06-11,93.3,2.03,5.11,"Romero, JoJo",666182,668941,"field_out","hit_into_play",NA,NA,NA,NA,1,"Bo Bichette flies out to center fielder Nathan Church.","R","R","L","NYM","STL","X",8,"fly_ball",2,1,2026,0.84,-0.01,-0.498968538919598,2.98652531243408,NA,NA,NA,1,7,"Bot",120.47,65.86,NA,NA,NA,NA,-8.17635617792157,-135.615791786556,0.477201547702396,12.1610584764337,29.4067457907058,-32.6139828699595,3.162081693,1.595816929,331,88.5,30,92,2148,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,54.98,0.063,0.086,0,1,0,0,3,59,4,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",112,-0.033,-0.31,72.5,7,NA,0.139,0.31,88.5,0,0,0.554,0.554,29,28,30,28,1,3,1,1,2,1,2.63,0.84,-0.84,23.1,5.96599452963973,1.40125507036068,31.6396050546916,28.7996682071434
"CH",2026-06-11,86.3,1.97,5.21,"Romero, JoJo",666182,668941,NA,"ball",NA,NA,NA,NA,13,NA,"R","R","L","NYM","STL","B",NA,NA,1,1,2026,1.07,-0.27,-0.0377046063171078,0.268949682775432,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,NA,NA,-6.83965856149699,-125.572338018771,-4.67828779138536,12.7174388430493,24.4845210694182,-34.3279250558482,3.162081693,1.595816929,NA,NA,NA,85.3,1241,5.6,823619,699625,676475,802139,669357,691026,663457,701675,691023,54.94,NA,NA,NA,NA,NA,NA,NA,59,3,"Changeup",4,4,4,4,4,4,4,4,"Standard","Standard",101,0.005,0.055,NA,NA,NA,NA,-0.055,NA,0,0,0.549,0.549,29,28,30,28,1,3,1,1,2,1,3.32,1.07,-1.07,27,NA,NA,NA,NA
"CH",2026-06-11,87.7,1.9,5.27,"Romero, JoJo",666182,668941,NA,"ball",NA,NA,NA,NA,12,NA,"R","R","L","NYM","STL","B",NA,NA,0,1,2026,1.07,0.11,2.04500436574272,2.48444229893616,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,NA,NA,-1.87575573947362,-127.800674987708,-0.693532100333663,12.1692589047755,25.5048773884467,-31.0490425217359,3.162081693,1.595816929,NA,NA,NA,86.7,1364,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55,NA,NA,NA,NA,NA,NA,NA,59,2,"Changeup",4,4,4,4,4,4,4,4,"Standard","Standard",102,0.003,0.035,NA,NA,NA,NA,-0.035,NA,0,0,0.546,0.546,29,28,30,28,1,3,1,1,2,1,2.84,1.07,-1.07,29.1,NA,NA,NA,NA
"ST",2026-06-11,81.7,2.05,5.17,"Romero, JoJo",666182,668941,NA,"called_strike",NA,NA,NA,NA,6,NA,"R","R","L","NYM","STL","S",NA,NA,0,0,2026,-0.79,-0.21,0.813668428526901,2.20714981578832,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,NA,NA,-1.1915542840722,-119.095659160317,0.355862730000196,-7.38284493198357,19.5932066241841,-34.3954977648146,3.162081693,1.595816929,NA,NA,NA,81,2767,5.4,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.11,NA,NA,NA,NA,NA,NA,NA,59,1,"Sweeper",4,4,4,4,4,4,4,4,"Standard","Standard",292,-0.004,-0.043,NA,NA,NA,NA,0.043,NA,0,0,0.55,0.55,29,28,30,28,1,3,1,1,2,1,3.57,-0.79,0.79,24.7,NA,NA,NA,NA
"ST",2026-06-11,83.4,2.03,5.23,"Romero, JoJo",701807,668941,"field_out","hit_into_play",NA,NA,NA,NA,5,"Carson Benge flies out to left fielder Lars Nootbaar.","R","L","L","NYM","STL","X",7,"fly_ball",2,2,2026,-1.13,0.14,-0.262082578452366,2.39234280457576,NA,NA,NA,0,7,"Bot",68.07,121.37,NA,NA,NA,NA,-2.90446809894485,-121.610060880684,-0.271080728455625,-10.8180921810618,21.475853511761,-30.940438374874,3.259498032,1.644980315,241,92.6,54,82.5,2643,5.4,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.12,0.003,0.003,0,1,0,0,3,58,6,"Sweeper",4,4,4,4,4,4,4,4,"Infield shade","Standard",293,-0.032,-0.238,73.9,6.5,NA,0.005,0.238,92.6,0,0,0.582,0.582,29,23,30,23,1,3,1,1,2,1,3.1,-1.13,-1.13,26.3,12.9326436914341,-5.98270072092091,33.3023930306569,36.4224244558089
"ST",2026-06-11,83.3,1.96,5.27,"Romero, JoJo",701807,668941,NA,"foul",NA,NA,NA,NA,13,NA,"R","L","L","NYM","STL","S",NA,NA,2,2,2026,-1.49,0.16,-1.39488041401503,1.13817275379051,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,NA,NA,-4.55839421325507,-121.188108973808,-3.03909995770549,-13.710227249726,25.0795227496702,-30.2246921608293,3.259498032,1.644980315,164,61.8,39,82,2785,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,54.95,NA,NA,NA,NA,NA,NA,NA,58,5,"Sweeper",4,4,4,4,4,4,4,4,"Infield shade","Standard",325,0,0,58.5,7.2,NA,NA,0,88,0,0,0.582,0.582,29,23,30,23,1,3,1,1,2,1,3.14,-1.49,-1.49,27.4,8.3287630553374,-4.11767333403401,35.4024433669213,48.1102533133453
"ST",2026-06-11,82.6,2.05,5.27,"Romero, JoJo",701807,668941,NA,"swinging_strike",NA,NA,NA,NA,13,NA,"R","L","L","NYM","STL","S",NA,NA,2,1,2026,-1.24,-0.23,-1.2171988529669,1.59077073116339,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,NA,NA,-4.8155177161021,-120.153627051413,-1.12647103202975,-10.8428229516967,25.9009161639161,-34.3361174687559,3.259498032,1.644980315,NA,NA,NA,80.9,2704,5.4,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.07,NA,NA,NA,NA,NA,NA,NA,58,4,"Sweeper",4,4,4,4,4,4,4,4,"Standard","Standard",306,-0.012,-0.077,72.5,8.1,4.871112708,NA,0.077,NA,0,0,0.594,0.594,29,23,30,23,1,3,1,1,2,1,3.6,-1.24,-1.24,29.3,26.5968828117384,-23.1848497334213,35.113044763835,47.0225502372803
"ST",2026-06-11,83.6,2.33,5.22,"Romero, JoJo",701807,668941,NA,"ball",NA,NA,NA,NA,12,NA,"R","L","L","NYM","STL","B",NA,NA,1,1,2026,-1.03,0.29,1.07481560676967,3.3687470411974,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,NA,NA,-0.784590947309088,-121.751444177326,1.7096462638737,-10.0627494997,24.3898866984462,-29.84631398837,3.259498032,1.644980315,NA,NA,NA,82.3,2725,5.4,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.07,NA,NA,NA,NA,NA,NA,NA,58,3,"Sweeper",4,4,4,4,4,4,4,4,"Standard","Standard",297,0.008,0.064,NA,NA,NA,NA,-0.064,NA,0,0,0.586,0.586,29,23,30,23,1,3,1,1,2,1,2.97,-1.03,-1.03,25.8,NA,NA,NA,NA
"SI",2026-06-11,92.3,2.08,5.14,"Romero, JoJo",701807,668941,NA,"called_strike",NA,NA,NA,NA,8,NA,"R","L","L","NYM","STL","S",NA,NA,1,0,2026,1.37,-0.22,-0.271245426378951,1.89713519985462,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,NA,NA,-8.79585445122662,-134.180785210789,-1.71358907090477,18.4657424470691,30.1422367559753,-34.6001234825826,3.259498032,1.644980315,NA,NA,NA,90.8,2135,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,55.01,NA,NA,NA,NA,NA,NA,NA,58,2,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",107,-0.008,-0.059,NA,NA,NA,NA,0.059,NA,0,0,0.594,0.594,29,23,30,23,1,3,1,1,2,1,2.9,1.37,1.37,27,NA,NA,NA,NA
"SI",2026-06-11,92.5,1.95,5.1,"Romero, JoJo",701807,668941,NA,"ball",NA,NA,NA,NA,13,NA,"R","L","L","NYM","STL","B",NA,NA,0,0,2026,1.3,-0.22,-1.11481588004532,1.05250283907322,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,NA,NA,-10.4208597570635,-134.328984709673,-3.73291650148347,17.9913358257124,28.1008543537356,-34.270092999599,3.259498032,1.644980315,NA,NA,NA,91.2,2104,5.5,823619,699625,676475,802139,669357,691026,663457,701675,691023,54.98,NA,NA,NA,NA,NA,NA,NA,58,1,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",117,0.006,0.046,NA,NA,NA,NA,-0.046,NA,0,0,0.588,0.588,29,23,30,23,1,3,1,1,2,1,2.89,1.3,1.3,26.3,NA,NA,NA,NA
"SI",2026-06-10,94.6,1.74,5.28,"Romero, JoJo",682626,668941,"strikeout","swinging_strike",NA,NA,NA,NA,11,"Francisco Alvarez strikes out swinging.","R","R","L","NYM","STL","S",2,NA,3,2,2026,1.21,0.07,-1.00083098234668,3.61163072490608,NA,NA,676572,2,9,"Bot",NA,NA,NA,NA,NA,NA,-9.63800173333473,-137.379461744182,1.33146680489673,17.5068329175525,31.1365411534663,-31.8016256570105,3.120833333,1.575,NA,NA,NA,93,2133,5.5,823618,671056,676475,802139,665877,691026,676369,701675,663457,55.02,NA,0,0,1,0,0,NA,76,6,"Sinker",2,9,2,9,9,2,2,9,"Standard","Standard",122,-0.001,-0.346,39.6,3.8,0.268294548,NA,0.346,NA,-7,-7,0.001,0.001,29,24,30,25,1,3,3,1,1,1,2.49,1.21,-1.21,31.6,-17.9683848226792,72.8381997146603,22.799767766625,NA
